repeat,noise_fraction,protocol,eigen_index,eigenvalue,retained_90
7,0.15,CRN,4,38.91627280704483,4
7,0.15,CRN,5,0.7725347485891081,4
7,0.15,CRN,6,0.5710787065882095,4
7,0.15,CRN,7,0.4794010380569855,4
7,0.15,CRN,8,0.3705542717199619,4
7,0.15,CRN,9,0.33189049053258163,4
7,0.15,CRN,10,0.28969412272376227,4
7,0.15,independent,1,5643.723369657326,7
7,0.15,independent,2,2281.2693955433433,7
7,0.15,independent,3,782.5234320237311,7
7,0.15,independent,4,663.8278177384019,7
7,0.15,independent,5,621.9425103064704,7
7,0.15,independent,6,572.6392100740427,7
7,0.15,independent,7,547.9230515872484,7
7,0.15,independent,8,411.4591864027369,7
7,0.15,independent,9,363.2677653427684,7
7,0.15,independent,10,304.871114380653,7
8,0.0,deterministic,1,259.16628330351404,3
8,0.0,deterministic,2,66.1826208431318,3
8,0.0,deterministic,3,54.83475768973957,3
8,0.0,deterministic,4,30.137291612518894,3
8,0.0,deterministic,5,0.6506596947902188,3
8,0.0,deterministic,6,0.5425489079078946,3
8,0.0,deterministic,7,0.4230141564181375,3
8,0.0,deterministic,8,0.33976280464203495,3
8,0.0,deterministic,9,0.3159091637844639,3
8,0.0,deterministic,10,0.2846037978653762,3
8,0.05,CRN,1,251.93368103271817,4
8,0.05,CRN,2,67.74013135554465,4
8,0.05,CRN,3,50.422293417982296,4
8,0.05,CRN,4,38.91627280704482,4
8,0.05,CRN,5,0.7725347485891048,4
8,0.05,CRN,6,0.5710787065882088,4
8,0.05,CRN,7,0.4794010380569837,4
8,0.05,CRN,8,0.37055427171996064,4
8,0.05,CRN,9,0.3318904905325822,4
8,0.05,CRN,10,0.2896941227237615,4
8,0.05,independent,1,627.5318600427885,7
8,0.05,independent,2,385.6126752090106,7
8,0.05,independent,3,198.0655944080608,7
8,0.05,independent,4,107.20974359332644,7
8,0.05,independent,5,98.38995484388009,7
8,0.05,independent,6,92.91554768103734,7
8,0.05,independent,7,69.5504287576691,7
8,0.05,independent,8,63.887804470001655,7
8,0.05,independent,9,45.935474976265375,7
8,0.05,independent,10,34.436682333154664,7
8,0.15,CRN,1,247.4600086080919,4
8,0.15,CRN,2,63.18462838805404,4
8,0.15,CRN,3,52.2068289054168,4
